Transaction_ID,Customer_ID,Product_ID,Transaction_Date,Units_Sold,Discount_Applied,Revenue,Clicks,Impressions,Conversion_Rate,Category,Region,Ad_CTR,Ad_CPC,Ad_Spend
9e42cc5e-d66d-4700-ae92-ba3fc01beb7e,Customer_4029,Product_899,2024-04-29,121,0.09,211.79,1,326,0.0,Toys,Asia,0.1646,0.29,47.73
59663a47-2cfc-44b8-8b6e-495ebc9ccca8,Customer_15619,Product_708,2024-07-05,128,0.3,492.65,49,170,0.29,Electronics,Asia,0.0473,0.88,41.62
1b1cf67b-9a9d-408c-ba21-92092a86efea,Customer_16168,Product_54,2024-10-11,123,0.29,533.96,49,183,0.27,Home Appliances,Europe,0.0722,1.53,110.47
6eb9a162-4286-4bc2-9e8d-4c9a966914f9,Customer_11469,Product_419,2024-11-07,141,0.05,349.18,43,274,0.16,Electronics,Europe,0.1109,0.66,73.19
2d05fd2d-07fe-4eb9-94df-dd3c86740e35,Customer_5590,Product_542,2024-04-10,136,0.02,95.06,34,311,0.11,Toys,Europe,0.157,1.63,255.91
4116ba34-59f2-47ea-a2d3-c4460e74ab90,Customer_11741,Product_31,2024-10-30,137,0.07,299.17,30,317,0.09,Toys,Europe,0.1011,1.12,113.23
a32dacde-39c4-442a-bce1-1a339765bec6,Customer_13089,Product_227,2024-04-09,125,0.04,1148.03,41,35,1.17,Home Appliances,Europe,0.0136,0.29,3.94
b6c8f183-9ad1-4d33-b486-ddf7a99b1e17,Customer_18997,Product_157,2024-05-16,146,0.04,80.04,18,383,0.05,Home Appliances,North America,0.1967,1.84,361.93
1780e96e-5cca-4c33-a1be-67b8c4e0bffc,Customer_12354,Product_844,2024-02-24,129,0.04,876.58,26,83,0.31,Electronics,Asia,0.0732,0.73,53.44
4fe991da-37de-42e6-af95-10711909fb99,Customer_6744,Product_730,2024-05-01,166,0.29,16.68,38,459,0.08,Electronics,North America,0.0445,0.76,33.82
b2265496-1d44-4eac-aef3-3e6a401890f6,Customer_9556,Product_568,2024-05-08,143,0.08,1167.37,41,340,0.12,Books,North America,0.1127,1.71,192.72
c3a6e5f5-ece2-46a8-bbdd-cc28e330b64d,Customer_11002,Product_25,2024-06-06,139,0.25,44.56,31,173,0.18,Books,North America,0.1319,1.02,134.54
4d33a908-3e91-4597-8ea7-c4daa29a4bda,Customer_4055,Product_641,2024-06-06,154,0.15,140.39,44,333,0.13,Clothing,North America,0.1037,1.6,165.92
2c001d55-a339-4a77-b349-75c694ea08f8,Customer_13376,Product_867,2024-05-07,123,0.12,222.44,27,198,0.14,Toys,Asia,0.1532,1.4,214.48
029dd313-f934-4280-8b73-a20afab306de,Customer_1759,Product_458,2024-10-20,113,0.22,384.56,48,259,0.19,Home Appliances,Asia,0.0267,1.72,45.92
45ae3eef-9bef-4ebe-afc9-93e962c5ec52,Customer_11439,Product_322,2024-03-07,161,0.06,739.35,4,187,0.02,Toys,North America,0.1467,1.11,162.84
25e18e0f-9143-48ef-863c-98619adeb3ad,Customer_3378,Product_321,2024-11-29,340,0.09,1859.4,47,396,0.12,Home Appliances,Asia,0.1445,1.62,234.09
dd39ca7c-3e16-46d9-a7bb-ae9a020d3087,Customer_5952,Product_619,2024-02-28,141,0.24,311.54,14,250,0.06,Electronics,Europe,0.1124,1.11,124.76
a6eb6e3d-3db0-4ff1-9050-21a8c55af311,Customer_9768,Product_698,2024-04-02,145,0.11,630.4,30,218,0.14,Electronics,Europe,0.1451,1.29,187.18
2af9c49e-5325-459e-a478-731473364d8b,Customer_16585,Product_465,2024-11-03,133,0.21,461.52,39,497,0.08,Clothing,Europe,0.0726,0.75,54.45
b37256db-ebdc-4609-a265-c04673b536dd,Customer_8485,Product_863,2024-01-12,148,0.28,220.75,5,278,0.02,Home Appliances,North America,0.1311,1.42,186.16
ee380038-bd44-42da-a8cc-9ca840e7d778,Customer_333,Product_18,2023-12-17,132,0.17,1573.68,14,318,0.04,Electronics,Asia,0.0483,1.93,93.22
d664a7bf-237f-4377-ab24-4a93ff43af4d,Customer_7895,Product_941,2024-07-11,141,0.12,176.4,13,276,0.05,Books,North America,0.0287,0.5,14.35
0501d5ff-c9f0-4877-a35b-c2eec26780e1,Customer_3951,Product_647,2024-12-01,110,0.24,141.11,37,69,0.54,Books,Asia,0.1693,1.11,187.92
4cfb13e5-16b7-480f-89fe-126f0f4f39e2,Customer_10574,Product_872,2024-04-09,146,0.28,1301.7,0,443,0.0,Electronics,Europe,0.1095,1.98,216.81
824e147a-8b44-43d1-926d-06b349dc3e69,Customer_5307,Product_7,2024-04-08,124,0.2,118.3,21,307,0.07,Toys,Asia,0.1846,1.16,214.14
31b619a6-f81b-4156-bbcc-199e10b6b710,Customer_1017,Product_743,2024-12-05,113,0.18,182.11,30,63,0.48,Home Appliances,Asia,0.0401,1.54,61.75
3acecb33-1db9-4d7b-8543-a1614a589d9d,Customer_12406,Product_831,2024-10-10,132,0.15,789.48,39,382,0.1,Electronics,Asia,0.1671,0.4,66.84
510c9e23-fb7e-45d3-9b2a-0486f13249a7,Customer_14309,Product_498,2024-10-18,151,0.02,1786.7,0,281,0.0,Home Appliances,North America,0.0883,1.74,153.64
20fdff74-a422-4ff7-b574-7b641cce95ff,Customer_16970,Product_566,2024-12-06,124,0.12,382.39,27,398,0.07,Toys,Asia,0.114,1.32,150.48
56aaa6d1-514a-4530-a85b-d892b1543bdc,Customer_5654,Product_870,2023-12-18,131,0.09,880.17,24,245,0.1,Clothing,Europe,0.0231,1.94,44.81
55401969-d536-4624-85d1-0798311dae5b,Customer_13828,Product_288,2024-04-05,132,0.24,200.98,29,130,0.22,Electronics,Asia,0.0498,1.56,77.69
935cb0ba-598f-48b9-913d-c507cf519c25,Customer_19390,Product_23,2024-03-06,173,0.17,62.32,35,454,0.08,Electronics,North America,0.0639,0.24,15.34
b3a33fdc-5912-4698-b819-9782f50c9004,Customer_1038,Product_669,2024-02-06,130,0.05,94.18,41,194,0.21,Electronics,Asia,0.1865,0.3,55.95
8ba1e5d6-2c00-4835-9f6e-5278de8691fb,Customer_10743,Product_985,2024-02-23,109,0.18,332.92,14,68,0.21,Books,Asia,0.1885,1.66,312.91
634ed4fe-458f-4635-a0e6-07bd633b62b8,Customer_15729,Product_608,2024-02-10,121,0.11,203.29,29,443,0.07,Clothing,Asia,0.0359,0.2,7.18
7e302404-3991-4247-b848-ccdb0304bf1e,Customer_427,Product_888,2024-07-08,129,0.16,1570.09,46,259,0.18,Home Appliances,Europe,0.1508,1.9,286.52
20b9ca15-b2fb-4cd0-b5b3-ab7221a0c7d4,Customer_18290,Product_594,2024-06-23,130,0.13,311.84,9,424,0.02,Electronics,Asia,0.1045,0.79,82.56
346ac026-bf2e-435e-b894-4beea76800f1,Customer_7042,Product_572,2024-10-19,160,0.19,688.76,10,425,0.02,Clothing,North America,0.1615,0.76,122.74
7073018f-18c6-4957-b859-b15eba90b772,Customer_2380,Product_347,2024-03-31,122,0.16,597.82,47,479,0.1,Books,Europe,0.0469,1.73,81.14
b5824272-2a83-4d5f-9fd3-0a6977a5a4f4,Customer_9383,Product_143,2024-11-03,123,0.01,470.01,26,102,0.25,Clothing,Asia,0.1683,0.15,25.24
756d92f5-ea8e-4282-839f-954c91643452,Customer_6256,Product_616,2024-08-27,164,0.03,261.76,13,474,0.03,Toys,North America,0.0422,0.71,29.96
d0e09265-607f-4073-9811-940261759aa2,Customer_19676,Product_15,2024-08-10,123,0.22,301.45,3,122,0.02,Clothing,Asia,0.1555,1.43,222.36
43bb6367-fe78-42dd-9c06-cf116feeb6f6,Customer_16806,Product_871,2024-01-12,122,0.17,124.77,27,197,0.14,Clothing,Asia,0.1766,1.44,254.3
de854701-79a6-481c-a44c-ec98a0ff237f,Customer_9346,Product_685,2024-07-21,118,0.16,1467.58,4,466,0.01,Home Appliances,Asia,0.1748,0.19,33.21
55acb307-5a35-4754-93cf-ce945e10890f,Customer_11272,Product_328,2024-10-12,111,0.28,570.79,4,329,0.01,Books,Asia,0.017,1.23,20.91
d61b512c-42f8-4677-a450-e6c466ff868b,Customer_5390,Product_14,2024-10-20,136,0.21,552.87,2,247,0.01,Clothing,Europe,0.0295,1.86,54.87
c7197b8f-42a0-4709-b9be-b54f15ddf0d9,Customer_4473,Product_848,2024-09-23,151,0.19,234.95,49,336,0.15,Home Appliances,North America,0.0865,1.12,96.88
77963dfb-398b-43f7-9090-ac600e43050a,Customer_3124,Product_609,2024-11-23,158,0.22,114.24,34,156,0.22,Clothing,North America,0.0607,1.06,64.34
926a4455-6027-4223-91c5-a400557b4a82,Customer_3646,Product_718,2024-04-07,127,0.18,73.46,28,313,0.09,Home Appliances,Europe,0.1302,1.33,173.17
fb6ad8be-543e-4179-949b-f0b00b577a1c,Customer_19927,Product_458,2024-10-25,129,0.1,665.58,43,71,0.61,Home Appliances,Europe,0.013,1.02,13.26
2be57546-6755-4a80-bafc-22c7f41bee40,Customer_19268,Product_467,2024-11-19,127,0.29,70.28,11,399,0.03,Toys,Asia,0.0757,0.22,16.65
dfa19d59-2089-4ece-af6f-65220563ba39,Customer_18178,Product_442,2024-03-14,158,0.14,641.92,10,26,0.38,Clothing,North America,0.1971,1.64,323.24
e0eed698-55e6-4fab-8a2f-c2c19981622e,Customer_4470,Product_527,2024-03-20,150,0.13,126.46,14,78,0.18,Electronics,Europe,0.1944,0.81,157.46
176ed2bc-e428-4dd1-9625-5845453e69f8,Customer_4752,Product_210,2024-09-06,146,0.04,83.87,29,344,0.08,Books,North America,0.1211,0.84,101.72
eb62db52-82ff-405e-a113-911c984bb155,Customer_13952,Product_373,2024-11-11,122,0.23,361.38,36,20,1.8,Books,Europe,0.0319,1.45,46.26
3eac070e-a718-45d7-9357-721e99f26af7,Customer_15781,Product_794,2024-06-01,130,0.23,1010.05,33,164,0.2,Home Appliances,Europe,0.0437,0.12,5.24
989a3f44-3519-4703-8769-b3610e82817c,Customer_3473,Product_368,2024-07-30,116,0.03,12.58,15,191,0.08,Home Appliances,Asia,0.1805,1.88,339.34
6f0a3bdd-4359-429d-a24c-90d0cb76de13,Customer_8536,Product_805,2024-11-14,125,0.09,1357.17,26,133,0.2,Books,Europe,0.0495,1.78,88.11
f9726c55-07e5-41c0-9b82-fa4173dceefb,Customer_13769,Product_148,2024-02-04,134,0.26,402.23,18,233,0.08,Electronics,Asia,0.1111,0.84,93.32
723ae830-02f4-42c6-9a7b-851f6be07cd8,Customer_9055,Product_452,2024-03-28,113,0.0,1446.72,48,281,0.17,Books,Asia,0.0315,1.46,45.99
db74e148-18c4-423a-a47d-560862dae2c5,Customer_14047,Product_425,2024-06-05,142,0.14,860.35,47,366,0.13,Toys,Europe,0.1556,0.28,43.57
556b841e-35cd-45eb-a6e5-10746c7047de,Customer_10252,Product_24,2024-01-26,163,0.04,587.56,30,271,0.11,Clothing,North America,0.1877,1.1,206.47
c4412fab-7868-4dfd-aa89-8c13708d503f,Customer_18125,Product_275,2024-03-30,113,0.28,265.59,24,25,0.96,Books,Asia,0.0536,1.44,77.18
f422a888-61de-48bb-8790-2d92b851040a,Customer_17160,Product_675,2024-02-12,131,0.22,346.3,32,273,0.12,Toys,Asia,0.1562,0.37,57.79
8db4a2e0-aedf-4c37-acec-11e47322023f,Customer_18160,Product_272,2024-02-28,129,0.25,113.65,36,154,0.23,Home Appliances,Europe,0.1083,0.52,56.32
fcb95e9f-1993-449f-b137-2ac72f2f1bfd,Customer_5468,Product_610,2023-12-10,135,0.19,790.67,28,289,0.1,Electronics,Asia,0.0827,0.95,78.56
9869cfff-27e9-4b84-826c-20e4962e4e9a,Customer_11908,Product_323,2024-04-10,150,0.13,1113.4,8,89,0.09,Electronics,Europe,0.1546,0.62,95.85
dfc58523-0419-4a33-bee6-03786e046d60,Customer_17608,Product_36,2024-10-09,123,0.09,439.02,6,17,0.35,Clothing,Asia,0.0554,1.4,77.56
2d2dc453-1bbb-4c89-86df-0b401bccd319,Customer_13652,Product_305,2024-11-02,131,0.16,564.45,2,243,0.01,Home Appliances,Europe,0.0145,1.46,21.17
5cba459a-8b46-49b9-9832-597eaaaccac7,Customer_9840,Product_59,2024-02-16,117,0.18,267.22,31,159,0.19,Home Appliances,Asia,0.1891,0.76,143.72
1892def8-610b-437c-8f00-56d4b40bbb08,Customer_17404,Product_567,2024-10-13,131,0.08,183.13,15,229,0.07,Home Appliances,Europe,0.136,1.73,235.28
4c27d883-7ff0-4652-b800-85ebd0c9dff0,Customer_5770,Product_964,2024-09-12,124,0.08,547.46,11,357,0.03,Clothing,Asia,0.1056,0.7,73.92
8a0c478c-2d58-43c4-a59d-9afc0984a21a,Customer_6769,Product_994,2024-08-14,152,0.08,246.88,48,161,0.3,Home Appliances,North America,0.1256,0.36,45.22
3cf8f687-2b87-4d8a-b508-7c6b1cba8b0c,Customer_12491,Product_859,2024-03-06,114,0.14,70.98,14,388,0.04,Books,Asia,0.1657,1.11,183.93
67fd5392-feab-4098-8688-1f7cbcfab9a2,Customer_18093,Product_846,2023-12-19,168,0.06,327.21,28,273,0.1,Toys,North America,0.0339,0.75,25.42
d7b7a1aa-d1f3-4c0d-bbdb-50aac83019e8,Customer_142,Product_822,2024-11-29,455,0.12,3066.31,21,119,0.18,Electronics,Europe,0.1075,1.5,161.25
c035e47a-e0c4-4e4e-b36c-a6ee3e333b44,Customer_11476,Product_587,2024-08-07,114,0.25,910.82,25,88,0.28,Books,Asia,0.0682,0.93,63.43
b965b470-07e7-49b5-9f90-d940abb68fed,Customer_15679,Product_352,2024-11-28,137,0.27,929.79,18,418,0.04,Clothing,Europe,0.058,1.1,63.8
519f76e7-245c-4ad3-9273-7e79b742c304,Customer_12177,Product_509,2024-04-21,149,0.16,327.42,5,421,0.01,Electronics,Europe,0.1717,1.16,199.17
66ab3cc6-dd67-49c2-8fdc-d8ce90527e5a,Customer_13560,Product_202,2024-12-05,128,0.02,128.51,37,96,0.39,Toys,Asia,0.0901,1.28,115.33
8f703c95-3bf7-40b5-a3ae-0c95eda8c86f,Customer_4312,Product_808,2024-08-30,147,0.09,404.18,32,264,0.12,Electronics,Europe,0.0637,0.43,27.39
b296e062-7a97-498c-bb5d-213dbea1f424,Customer_17189,Product_898,2024-05-08,125,0.03,810.0,23,11,2.09,Clothing,Asia,0.1556,0.33,51.35
06932989-d66b-4e57-a06e-e818897383f1,Customer_8019,Product_737,2024-10-01,125,0.11,175.37,34,241,0.14,Clothing,Asia,0.0526,1.1,57.86
48125235-3bcd-43e2-94d3-a690cd2151b5,Customer_4775,Product_321,2024-02-27,158,0.22,1062.52,39,369,0.11,Home Appliances,North America,0.0597,1.73,103.28
7175c55f-d550-42ff-bb07-5182f0270ab3,Customer_2000,Product_335,2024-07-19,126,0.04,1008.14,32,266,0.12,Books,Europe,0.1474,1.18,173.93
e4b5747a-b4a1-4b68-b206-952d91f7a8c3,Customer_9695,Product_207,2024-11-14,146,0.28,43.25,27,364,0.07,Books,North America,0.1356,1.59,215.6
4f1d90fd-a669-43c1-a6a7-71c40ae35133,Customer_4754,Product_292,2024-07-20,132,0.12,901.48,37,103,0.36,Toys,Asia,0.1953,1.28,249.98
3624c0b8-18b0-4033-80f4-b81cc11a3a2f,Customer_18346,Product_343,2024-07-30,138,0.08,506.9,1,103,0.01,Electronics,Asia,0.0522,1.01,52.72
d70ed650-02a9-4f10-a426-f229f4db943a,Customer_17057,Product_217,2024-11-21,136,0.01,411.47,23,210,0.11,Clothing,Europe,0.0675,1.17,78.98
c6185150-d928-41bc-b7cb-7e602f94d3a0,Customer_9428,Product_977,2024-08-09,118,0.08,11.02,38,198,0.19,Home Appliances,Asia,0.135,0.16,21.6
1c93be01-47d3-45ad-b079-02206f30548f,Customer_12297,Product_401,2024-10-20,151,0.19,248.44,7,381,0.02,Electronics,Europe,0.1929,0.35,67.51
169f59f5-948e-43fa-9437-98eeba6aee9c,Customer_16325,Product_742,2024-07-24,129,0.25,352.36,30,288,0.1,Toys,Asia,0.142,0.58,82.36
5ae2449f-b093-470e-b0d9-4d7f6758f78e,Customer_18833,Product_875,2024-05-23,121,0.22,441.32,12,124,0.1,Home Appliances,Asia,0.0155,0.49,7.6
8f7fcb3d-ce10-4bd7-a260-7f357b66e4ef,Customer_11249,Product_150,2024-05-20,145,0.07,894.51,15,61,0.25,Toys,Europe,0.0103,1.52,15.66
b972fc7b-ea2e-4408-8877-1ea3a6fea615,Customer_6201,Product_185,2024-08-13,127,0.04,895.88,37,10,3.7,Books,Europe,0.0447,0.41,18.33
482b4bb8-dcec-4db8-a11f-095fc27a8172,Customer_13032,Product_406,2024-08-14,117,0.28,1392.28,38,355,0.11,Books,Asia,0.1511,1.8,271.98
2048920d-bb0b-4c62-b80c-432ed3ded04e,Customer_13610,Product_921,2023-12-30,125,0.05,188.7,36,450,0.08,Books,Europe,0.1828,0.98,179.14
ed46e227-d9f0-4bba-a4c7-5f060a5a5e13,Customer_492,Product_410,2024-11-18,117,0.09,1023.64,41,305,0.13,Books,Asia,0.1697,1.83,310.55
cec49684-354e-468f-92eb-72db46840e2c,Customer_6886,Product_852,2024-03-21,127,0.02,934.21,48,245,0.2,Clothing,Asia,0.0893,1.22,108.95
e9ebdff5-3dd9-4b29-91f5-ebadd8b69710,Customer_2899,Product_482,2024-11-14,134,0.05,177.27,1,184,0.01,Toys,Asia,0.1214,0.34,41.28
3fbb6987-f926-4817-a6ae-f7b8ba5e8a09,Customer_1099,Product_934,2023-12-23,139,0.15,47.76,16,295,0.05,Electronics,Asia,0.1401,1.14,159.71
aa12052e-53ef-49a6-ab69-b9362b2e278e,Customer_4360,Product_597,2024-05-15,116,0.2,1083.74,16,428,0.04,Books,Asia,0.0357,0.64,22.85
c700e619-585a-4acf-88de-14deb51d1877,Customer_441,Product_574,2024-12-01,141,0.25,298.44,43,12,3.58,Electronics,Asia,0.1262,0.65,82.03
